Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/feature_extraction_beit.py:28: FutureWarning: The class BeitFeatureExtractor is deprecated and will be removed in version 5 of Transformers. Please use BeitImageProcessor instead.
  warnings.warn(
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/image_processing_beit.py:110: FutureWarning: The `reduce_labels` parameter is deprecated and will be removed in a future version. Please use `do_reduce_labels` instead.
  warnings.warn(
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
epoch: 0
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:2619: FutureWarning: The `pad_to_max_length` argument is deprecated and will be removed in a future version, use `padding=True` or `padding='longest'` to pad to the longest sequence in the batch, or use `padding='max_length'` to pad to a max length. In this case, you can give a specific length with `max_length` (e.g. `max_length=45`) or leave max_length to None to pad to the maximal input size of the model (e.g. 512 for Bert).
  warnings.warn(
It looks like you are trying to rescale already rescaled images. If the input images have pixel values between 0 and 1, set `do_rescale=False` to avoid rescaling them again.
tensor(4.4785, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9483, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0609, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3137, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.6128, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1178, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6029, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3801, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1702, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3917, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6549, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2740, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.2396, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9824, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0044, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6725, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9673, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.3061, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9346, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7754, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5963, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6787, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1189, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5268, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5972, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3949, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2717, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4981, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0095, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1456, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2625, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4971, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3375, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5884, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7754, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2207, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9225, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5591, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2487, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7370, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5740, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4233, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3405, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0675, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2128, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7462, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2802, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.8973, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2657, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5374, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0696, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1781, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1626, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0241, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3122, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4753, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.2649, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1323, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4748, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6891, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1355, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1132, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8606, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1040, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8746, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8764, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1580, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6854, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8105, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4140, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6169, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6593, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4607, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3116, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0153, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8112, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3066, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4785, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8517, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0688, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0342, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4435, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5829, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9116, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6758, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2937, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.7271, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6512, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.3006, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9403, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0444, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7250, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3760, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7335, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6553, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9053, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0778, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4326, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4393, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7726, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5107, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.7820, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7707, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.7571, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8952, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6159, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4058, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8816, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7697, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2788, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5689, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3054, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2047, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0533, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9798, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5439, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3419, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5467, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6036, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7227, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5451, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4844, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2557, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2757, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0823, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.0070, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0400, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5551, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3147, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2178, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0378, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9956, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4158, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4254, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2903, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4228, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1344, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1588, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0806, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3333, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9770, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1209, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3794, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3870, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0923, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6086, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3171, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7536, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0428, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5423, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2473, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6535, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9988, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1168, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5610, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1453, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6627, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2724, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4391, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7830, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4743, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4675, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2278, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9957, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6502, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4037, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5843, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7773, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5628, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7432, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4289, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3799, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5799, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8148, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.0927, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2820, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0647, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3027, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5689, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5025, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4454, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8330, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2675, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1397, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.0442, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2526, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2038, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7054, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8542, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3833, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3553, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7904, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3041, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4366, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.7651, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7999, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5843, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8803, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0795, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5379, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7933, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3081, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0185, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2113, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2855, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2838, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3465, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5215, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4849, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1027, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7442, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3112, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2751, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1202, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8449, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9205, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7739, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0183, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8822, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0994, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3604, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1920, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2243, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4503, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1935, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.6309, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2514, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0766, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5902, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.6796, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8280, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5906, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6320, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1927, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2766, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2549, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7905, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2285, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4551, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1793, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9757, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3367, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6909, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5620, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7826, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1820, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9468, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1666, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0164, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3279, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4114, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3990, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7321, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5133, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5880, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0063, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4326, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9629, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2459, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9866, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9490, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9201, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0460, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0887, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.6810, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.8216, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.7931, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8438, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8929, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8774, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4880, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5804, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1511, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7791, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7993, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1541, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7548, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0517, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3969, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6616, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6269, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9466, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2236, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0560, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9092, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7772, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8516, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6796, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4736, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8440, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0393, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.3530, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2238, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7436, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5355, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1561, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2270, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9122, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3848, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1219, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1917, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9613, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5860, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4671, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6838, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5528, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8639, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9292, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2415, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5810, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.6104, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0700, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5958, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7878, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5005, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9537, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0275, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0627, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1746, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0402, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1691, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6424, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0584, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7656, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2933, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7599, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6262, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3283, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0352, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5937, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2534, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5586, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2493, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4872, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7560, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0692, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0927, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3474, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3430, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4379, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5836, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4624, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4429, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0239, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5341, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1972, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2465, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5491, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8982, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7036, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6459, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9766, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3951, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8899, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8681, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4188, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5960, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0536, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1739, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9546, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5490, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1905, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2517, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7935, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6565, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4154, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5900, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2525, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9188, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6071, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6549, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.7097, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5354, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3767, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.6664, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2436, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1584, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6181, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0011, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3282, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0572, device='cuda:0', grad_fn=<NllLossBackward0>)
